id,country,league,season,date,time,home_team,away_team,home_goals,away_goals,result,psc_home,psc_draw,psc_away,max_ch,max_cd,home_avg_scored,home_avg_conceded,away_avg_scored,away_avg_conceded,diff_avg_scored,diff_avg_conceded,result_code,home_sequence,away_sequence
2035,Mexico,Liga MX,2018/2019,2018-08-12,01:00,Tigres UANL,Toluca,1,2,A,1.58,4.16,6.41,1.67,4.24,1.8,0.8,1.0,1.8,0.8,-1.0,2,[1 1 2 1 1],[1 0 1 2 2]
2036,Mexico,Liga MX,2018/2019,2018-08-12,03:00,Club America,Monterrey,3,0,H,2.5,3.15,3.17,2.58,3.2,1.6,0.6,1.2,0.6,0.40000000000000013,0.0,0,[1 2 0 0 2],[0 1 1 0 1]
2037,Mexico,Liga MX,2018/2019,2018-08-12,22:00,UNAM Pumas,Pachuca,0,0,D,2.24,3.62,3.21,2.44,3.62,2.4,2.2,1.4,1.8,1.0,0.40000000000000013,1,[2 2 2 1 2],[2 0 2 0 2]
2038,Mexico,Liga MX,2018/2019,2018-08-13,00:00,Guadalajara Chivas,Santos Laguna,1,2,A,2.31,3.52,3.18,2.33,3.52,0.2,1.0,0.8,1.8,-0.6000000000000001,-0.8,2,[0 1 0 0 1],[1 2 2 2 2]
2039,Mexico,Liga MX,2018/2019,2018-08-13,02:06,Club Tijuana,Cruz Azul,1,1,D,2.9,3.05,2.78,2.9,3.1,1.4,0.8,1.2,1.4,0.19999999999999996,-0.5999999999999999,1,[1 2 1 2 1],[1 0 2 1 2]
2040,Mexico,Liga MX,2018/2019,2018-08-18,01:00,Veracruz,Guadalajara Chivas,0,2,A,3.29,3.37,2.32,3.5,3.37,1.0,1.6,1.0,1.8,0.0,-0.19999999999999996,2,[1 1 2 0 0],[1 2 2 0 0]
2041,Mexico,Liga MX,2018/2019,2018-08-18,03:00,Atlas,Monarcas,0,1,A,2.21,3.64,3.28,2.25,3.64,1.0,1.0,1.4,2.0,-0.3999999999999999,-1.0,2,[0 0 0 0 1],[0 0 0 2 2]
2042,Mexico,Liga MX,2018/2019,2018-08-18,23:00,Cruz Azul,Club Leon,3,0,H,1.87,3.5,4.74,1.9,3.7,1.6,0.2,1.2,1.6,0.40000000000000013,-1.4000000000000001,0,[2 1 2 0 1],[2 0 2 2 2]
2043,Mexico,Liga MX,2018/2019,2018-08-19,01:00,Pachuca,Lobos BUAP,3,0,H,1.75,3.92,4.88,1.81,3.92,1.0,1.4,0.6,2.0,0.4,-0.6000000000000001,0,[1 0 1 0 1],[0 2 2 0 0]
2044,Mexico,Liga MX,2018/2019,2018-08-19,03:00,Necaxa,Puebla,2,2,D,2.0,3.5,4.03,2.05,3.56,1.2,0.8,0.8,2.2,0.3999999999999999,-1.4000000000000001,1,[0 1 1 2 0],[1 2 0 0 1]
2045,Mexico,Liga MX,2018/2019,2018-08-19,03:00,Queretaro,Club America,1,1,D,4.27,3.81,1.86,4.33,3.88,0.8,0.8,2.0,2.2,-1.2,-1.4000000000000001,1,[0 1 0 2 0],[2 2 1 2 0]
2046,Mexico,Liga MX,2018/2019,2018-08-19,03:06,Monterrey,UNAM Pumas,1,0,H,1.59,4.29,5.82,1.61,4.54,2.4,1.0,1.8,1.0,0.5999999999999999,0.0,0,[0 2 0 2 1],[2 2 1 2 1]
2047,Mexico,Liga MX,2018/2019,2018-08-19,18:00,Toluca,Club Tijuana,3,0,H,1.93,3.55,4.29,1.97,3.8,2.2,1.2,0.8,1.6,1.4000000000000001,-0.40000000000000013,0,[1 2 2 0 0],[0 2 0 0 1]
2048,Mexico,Liga MX,2018/2019,2018-08-20,00:00,Santos Laguna,Tigres UANL,3,1,H,2.81,3.33,2.66,2.81,3.34,2.4,0.6,0.2,1.0,2.1999999999999997,-0.4,0,[2 1 0 0 1],[2 1 1 0 1]
2049,Mexico,Liga MX,2018/2019,2018-08-22,01:00,Monarcas,Pachuca,1,1,D,2.82,3.57,2.5,2.9,3.6,1.8,1.4,1.4,0.8,0.40000000000000013,0.5999999999999999,1,[0 2 1 2 2],[0 0 0 1 2]
2050,Mexico,Liga MX,2018/2019,2018-08-22,01:00,UNAM Pumas,Queretaro,0,1,A,1.86,3.77,4.33,1.93,3.82,2.2,2.0,0.4,1.6,1.8000000000000003,0.3999999999999999,2,[2 2 0 0 1],[0 2 2 0 0]
2051,Mexico,Liga MX,2018/2019,2018-08-22,03:00,Guadalajara Chivas,Necaxa,1,0,H,2.31,3.38,3.29,2.35,3.38,0.2,1.2,1.6,2.0,-1.4000000000000001,-0.8,0,[0 0 1 0 2],[2 0 2 0 1]
2052,Mexico,Liga MX,2018/2019,2018-08-22,03:00,Puebla,Atlas,2,0,H,2.49,3.09,3.26,2.56,3.25,1.6,2.2,0.6,1.6,1.0,0.6000000000000001,0,[0 1 1 2 0],[1 0 1 1 0]
2053,Mexico,Liga MX,2018/2019,2018-08-23,01:00,Club Leon,Club America,2,0,H,2.94,3.6,2.4,3.09,3.68,1.8,1.6,2.0,1.8,-0.19999999999999996,-0.19999999999999996,0,[2 1 2 2 1],[1 1 1 0 2]
2054,Mexico,Liga MX,2018/2019,2018-08-23,01:00,Cruz Azul,Toluca,1,0,H,2.02,3.31,4.21,2.12,3.4,2.0,0.0,1.4,1.8,0.6000000000000001,-1.8,0,[0 2 1 2 1],[2 2 2 0 2]
2055,Mexico,Liga MX,2018/2019,2018-08-23,03:00,Lobos BUAP,Monterrey,1,2,A,4.39,3.6,1.88,4.48,3.6,0.6,0.8,1.2,1.2,-0.6,-0.3999999999999999,2,[0 2 0 1 0],[2 2 2 0 2]
2056,Mexico,Liga MX,2018/2019,2018-08-23,03:00,Tigres UANL,Veracruz,4,0,H,1.32,5.19,11.94,1.37,5.54,1.6,0.8,0.6,1.6,1.0,-0.8,0,[0 0 1 1 1],[1 0 0 0 0]
2057,Mexico,Liga MX,2018/2019,2018-08-23,03:06,Club Tijuana,Santos Laguna,2,2,D,2.12,3.39,3.69,2.25,3.39,1.4,1.0,1.2,1.8,0.19999999999999996,-0.8,1,[2 0 0 1 0],[2 2 2 2 1]
2058,Mexico,Liga MX,2018/2019,2018-08-25,03:00,Atlas,Guadalajara Chivas,0,1,A,2.86,3.08,2.78,3.01,3.3,0.4,0.8,1.0,1.6,-0.6,-0.8,2,[2 2 2 0 1],[1 1 0 0 1]
2059,Mexico,Liga MX,2018/2019,2018-08-25,23:00,Pachuca,Puebla,2,0,H,1.81,3.7,4.8,1.85,3.88,1.4,1.0,1.0,2.2,0.3999999999999999,-1.2000000000000002,0,[2 2 0 2 0],[2 1 0 2 0]
2060,Mexico,Liga MX,2018/2019,2018-08-26,01:00,Club America,UNAM Pumas,2,2,D,1.68,3.89,5.59,1.71,4.0,2.2,0.6,1.6,0.8,0.6000000000000001,-0.20000000000000007,1,[2 2 0 2 0],[2 2 0 2 2]
2061,Mexico,Liga MX,2018/2019,2018-08-26,02:30,Veracruz,Club Tijuana,1,0,H,3.27,3.34,2.34,3.28,3.36,0.8,2.0,0.8,2.0,0.0,0.0,0,[1 1 0 1 0],[2 1 1 1 2]
2062,Mexico,Liga MX,2018/2019,2018-08-26,03:00,Necaxa,Tigres UANL,1,1,D,3.27,3.33,2.34,3.34,3.33,1.4,1.0,0.4,1.6,0.9999999999999999,-0.6000000000000001,1,[0 1 1 1 0],[2 1 2 1 0]
2063,Mexico,Liga MX,2018/2019,2018-08-26,03:06,Monterrey,Monarcas,2,2,D,1.53,4.06,7.6,1.53,4.3,2.0,0.8,1.0,1.6,1.0,-0.8,1,[2 1 0 1 0],[0 0 0 2 0]
2064,Mexico,Liga MX,2018/2019,2018-08-26,18:00,Queretaro,Lobos BUAP,2,0,H,1.96,3.72,3.92,2.03,3.74,1.0,0.6,0.2,2.2,0.8,-1.6,0,[2 0 0 1 2],[2 0 1 0 0]
2065,Mexico,Liga MX,2018/2019,2018-08-26,22:00,Toluca,Club Leon,1,2,A,2.14,3.52,3.54,2.25,3.55,2.4,0.8,1.0,1.4,1.4,-0.5999999999999999,2,[0 1 1 2 0],[2 2 1 1 2]
2066,Mexico,Liga MX,2018/2019,2018-08-27,00:00,Santos Laguna,Cruz Azul,1,1,D,2.86,3.34,2.61,2.89,3.4,2.6,0.8,1.4,1.2,1.2000000000000002,-0.3999999999999999,1,[0 2 0 2 2],[0 2 1 1 0]
2067,Mexico,Liga MX,2018/2019,2018-09-01,01:00,Monarcas,Queretaro,1,4,A,2.14,3.43,3.65,2.19,3.5,2.0,1.4,0.6,1.4,1.4,0.0,2,[1 0 2 1 0],[0 1 2 0 0]
2068,Mexico,Liga MX,2018/2019,2018-09-01,03:00,Puebla,Monterrey,2,1,H,3.87,3.48,2.05,3.87,3.56,2.0,2.0,1.2,1.0,0.8,1.0,0,[2 0 1 1 0],[0 2 0 1 0]
2069,Mexico,Liga MX,2018/2019,2018-09-01,03:06,Club Tijuana,Necaxa,1,0,H,2.02,3.45,4.04,2.09,3.5,1.6,1.2,1.4,2.0,0.20000000000000018,-0.8,0,[0 0 2 0 1],[2 2 0 0 1]
2070,Mexico,Liga MX,2018/2019,2018-09-01,23:00,Cruz Azul,Veracruz,4,1,H,1.39,4.77,9.65,1.44,5.15,2.0,0.0,0.6,2.0,1.4,-2.0,0,[0 1 1 2 2],[0 1 1 2 1]
2071,Mexico,Liga MX,2018/2019,2018-09-02,01:00,Club Leon,UNAM Pumas,1,2,A,1.74,4.05,4.74,1.95,4.05,1.8,1.2,1.6,1.0,0.19999999999999996,0.19999999999999996,2,[1 2 0 0 1],[1 0 0 2 2]
2072,Mexico,Liga MX,2018/2019,2018-09-02,01:00,Tigres UANL,Atlas,3,1,H,1.5,4.12,8.08,1.52,4.4,2.0,0.4,0.4,1.4,1.6,-0.9999999999999999,0,[0 2 1 2 2],[0 1 0 1 2]
2073,Mexico,Liga MX,2018/2019,2018-09-02,03:00,Guadalajara Chivas,Pachuca,1,3,A,2.48,3.28,3.08,2.51,3.28,0.4,1.2,1.4,0.8,-0.9999999999999999,0.3999999999999999,2,[1 1 0 1 0],[1 0 1 0 1]
2074,Mexico,Liga MX,2018/2019,2018-09-02,18:00,Toluca,Santos Laguna,2,1,H,2.12,3.58,3.56,2.16,3.6,1.8,1.0,1.6,1.8,0.19999999999999996,-0.8,0,[0 2 2 2 0],[1 2 2 1 1]
2075,Mexico,Liga MX,2018/2019,2018-09-02,22:00,Lobos BUAP,Club America,0,2,A,4.16,3.73,1.91,4.5,4.0,0.6,0.8,1.2,2.0,-0.6,-1.2,2,[0 1 0 0 0],[2 2 1 0 1]
2076,Mexico,Liga MX,2018/2019,2018-09-15,03:00,Veracruz,Toluca,2,3,A,4.12,3.43,1.99,4.2,3.62,0.8,1.6,1.0,1.6,-0.19999999999999996,0.0,2,[2 1 0 0 0],[1 2 2 0 2]
2077,Mexico,Liga MX,2018/2019,2018-09-15,23:00,Queretaro,Puebla,0,1,A,2.24,3.22,3.57,2.3,3.35,1.2,0.4,0.6,1.8,0.6,-1.4,2,[1 0 0 2 2],[0 1 0 0 1]
2078,Mexico,Liga MX,2018/2019,2018-09-16,01:00,Club America,Monarcas,2,1,H,1.55,4.58,5.74,1.6,4.75,2.4,1.0,1.4,1.6,1.0,-0.6000000000000001,0,[2 1 2 2 2],[0 2 2 1 2]
2079,Mexico,Liga MX,2018/2019,2018-09-16,01:00,Pachuca,Tigres UANL,1,1,D,2.84,3.14,2.73,2.88,3.25,1.2,0.8,0.6,1.6,0.6,-0.8,1,[1 1 1 0 2],[2 1 2 1 2]
2080,Mexico,Liga MX,2018/2019,2018-09-16,02:45,Necaxa,Cruz Azul,2,0,H,3.04,3.29,2.47,3.13,3.34,1.4,1.0,1.4,1.0,0.0,0.0,0,[0 1 0 1 0],[1 2 2 1 2]
2081,Mexico,Liga MX,2018/2019,2018-09-16,03:06,Monterrey,Guadalajara Chivas,2,4,A,1.59,4.18,5.95,1.68,4.25,2.0,1.0,1.2,1.0,0.8,0.0,2,[0 2 1 2 0],[1 0 1 1 1]
2082,Mexico,Liga MX,2018/2019,2018-09-16,18:00,UNAM Pumas,Lobos BUAP,4,2,H,1.78,3.72,4.9,1.8,3.76,1.4,1.8,0.2,2.4,1.2,-0.5999999999999999,0,[1 0 0 1 2],[1 0 0 0 0]
2083,Mexico,Liga MX,2018/2019,2018-09-16,22:00,Santos Laguna,Club Leon,3,0,H,2.25,3.47,3.28,2.31,3.6,2.0,0.8,1.0,1.4,1.0,-0.5999999999999999,0,[2 0 1 2 0],[2 0 1 0 0]
2084,Mexico,Liga MX,2018/2019,2018-09-17,00:00,Atlas,Club Tijuana,0,1,A,2.58,3.14,3.02,2.63,3.25,0.2,1.0,0.6,2.0,-0.39999999999999997,-1.0,2,[1 0 0 0 0],[1 0 1 0 2]
2085,Mexico,Liga MX,2018/2019,2018-09-22,01:00,Monarcas,UNAM Pumas,0,0,D,2.6,3.61,2.67,2.64,3.64,1.8,1.8,1.8,0.8,0.0,1.0,1,[0 0 2 0 1],[2 2 2 0 2]
2086,Mexico,Liga MX,2018/2019,2018-09-22,03:00,Puebla,Club America,2,3,A,3.84,3.57,2.01,4.0,3.58,2.0,1.0,1.4,1.2,0.6000000000000001,-0.19999999999999996,2,[1 0 2 2 0],[1 1 2 0 2]
2087,Mexico,Liga MX,2018/2019,2018-09-22,23:00,Toluca,Necaxa,3,2,H,1.95,3.75,3.93,2.01,3.78,2.0,1.0,1.2,2.2,0.8,-1.2000000000000002,0,[2 2 0 0 2],[2 0 1 1 1]
2088,Mexico,Liga MX,2018/2019,2018-09-23,01:00,Club Leon,Lobos BUAP,0,1,A,1.56,4.32,6.02,1.6,4.4,1.6,1.0,0.6,2.4,1.0,-1.4,2,[0 2 2 0 0],[0 0 0 0 0]
2089,Mexico,Liga MX,2018/2019,2018-09-23,03:00,Cruz Azul,Atlas,2,0,H,1.62,3.79,6.46,1.66,4.0,2.4,0.2,0.2,1.6,2.1999999999999997,-1.4000000000000001,0,[2 2 1 1 1],[0 2 2 0 0]
2090,Mexico,Liga MX,2018/2019,2018-09-23,03:06,Club Tijuana,Pachuca,1,0,H,2.17,3.49,3.51,2.19,3.52,1.4,1.0,0.8,0.6,0.5999999999999999,0.4,0,[2 2 2 2 2],[0 2 2 0 1]
2091,Mexico,Liga MX,2018/2019,2018-09-23,22:00,Guadalajara Chivas,Queretaro,1,1,D,2.15,3.26,3.83,2.3,3.28,0.6,1.6,1.2,1.4,-0.6,0.20000000000000018,1,[1 0 0 2 0],[2 0 2 1 2]
2092,Mexico,Liga MX,2018/2019,2018-09-24,00:00,Santos Laguna,Veracruz,1,1,D,1.42,4.65,8.2,1.46,4.75,2.2,0.6,0.6,2.8,1.6,-2.1999999999999997,1,[2 2 2 2 0],[0 1 2 1 0]
2093,Mexico,Liga MX,2018/2019,2018-09-24,02:00,Tigres UANL,Monterrey,0,0,D,2.07,3.4,3.94,2.13,3.42,2.2,0.6,1.2,1.2,1.0000000000000002,-0.6,1,[0 2 0 2 0],[2 0 2 0 2]
2094,Mexico,Liga MX,2018/2019,2018-09-29,01:00,Veracruz,Club Leon,0,4,A,3.28,3.4,2.31,3.3,3.45,1.0,1.8,0.6,2.0,0.4,-0.19999999999999996,2,[1 1 0 1 0],[1 1 2 2 0]
2095,Mexico,Liga MX,2018/2019,2018-09-29,03:00,Atlas,Toluca,2,0,H,3.17,3.6,2.28,3.35,3.6,0.0,1.2,1.4,1.6,-1.4,-0.40000000000000013,0,[2 1 2 1 0],[2 0 2 0 2]
2096,Mexico,Liga MX,2018/2019,2018-09-29,23:00,Queretaro,Tigres UANL,0,2,A,3.96,3.35,2.08,4.0,3.4,0.8,0.4,0.6,1.6,0.20000000000000007,-1.2000000000000002,2,[0 2 1 2 1],[2 1 2 2 2]
2097,Mexico,Liga MX,2018/2019,2018-09-30,01:00,Pachuca,Cruz Azul,3,1,H,2.66,3.15,2.97,2.66,3.21,1.4,1.0,1.0,1.0,0.3999999999999999,0.0,0,[0 1 0 2 2],[2 1 2 1 1]
2098,Mexico,Liga MX,2018/2019,2018-09-30,03:00,Necaxa,Santos Laguna,0,1,A,2.42,3.44,3.06,2.5,3.44,1.6,0.8,1.4,1.8,0.20000000000000018,-1.0,2,[1 2 1 2 1],[1 2 2 0 2]
2099,Mexico,Liga MX,2018/2019,2018-09-30,03:06,Monterrey,Club Tijuana,3,0,H,1.8,3.67,4.84,1.81,3.75,1.6,1.8,0.4,1.8,1.2000000000000002,0.0,0,[0 1 1 1 0],[2 1 2 0 2]
2100,Mexico,Liga MX,2018/2019,2018-09-30,18:00,UNAM Pumas,Puebla,2,2,D,1.95,3.56,4.17,1.99,3.7,2.0,2.0,0.6,1.8,1.4,0.19999999999999996,1,[0 1 1 0 1],[0 2 0 1 0]
2101,Mexico,Liga MX,2018/2019,2018-09-30,22:00,Lobos BUAP,Monarcas,3,1,H,2.4,3.62,2.95,2.6,3.62,0.6,1.0,1.2,1.6,-0.6,-0.6000000000000001,0,[0 0 0 0 2],[1 1 0 0 1]
2102,Mexico,Liga MX,2018/2019,2018-10-01,00:00,Club America,Guadalajara Chivas,1,1,D,1.64,4.0,5.67,1.75,4.0,2.4,1.0,2.0,1.2,0.3999999999999999,-0.19999999999999996,1,[2 2 0 2 0],[1 0 0 0 1]
2103,Mexico,Liga MX,2018/2019,2018-10-06,01:00,Santos Laguna,Atlas,3,1,H,1.84,3.56,4.78,1.85,3.7,2.0,0.6,0.2,2.0,1.8,-1.4,0,[1 2 0 1 2],[0 1 1 1 0]
2104,Mexico,Liga MX,2018/2019,2018-10-06,03:10,Veracruz,Necaxa,0,0,D,3.57,3.53,2.13,3.61,3.55,1.0,2.2,1.2,2.4,-0.19999999999999996,-0.19999999999999973,1,[2 0 0 1 0],[1 0 2 0 0]
2105,Mexico,Liga MX,2018/2019,2018-10-06,23:00,Cruz Azul,Monterrey,2,1,H,2.32,3.23,3.42,2.5,3.23,2.2,0.2,1.0,1.2,1.2000000000000002,-1.0,0,[0 2 2 2 0],[0 2 1 1 0]
2106,Mexico,Liga MX,2018/2019,2018-10-07,01:00,Club Leon,Monarcas,1,2,A,1.71,4.05,4.82,1.75,4.2,1.4,1.0,1.4,1.8,0.0,-0.8,2,[2 2 0 2 1],[1 2 1 1 2]
2107,Mexico,Liga MX,2018/2019,2018-10-07,01:00,Tigres UANL,Club America,2,3,A,2.13,3.33,3.72,2.28,3.36,1.8,0.6,1.8,1.2,0.0,-0.6,2,[0 2 1 2 1],[2 0 2 2 2]
2108,Mexico,Liga MX,2018/2019,2018-10-07,03:06,Guadalajara Chivas,UNAM Pumas,1,2,A,2.31,3.34,3.35,2.4,3.35,0.8,1.4,1.4,0.8,-0.5999999999999999,0.5999999999999999,2,[2 0 2 1 1],[1 2 2 1 1]
2109,Mexico,Liga MX,2018/2019,2018-10-07,03:36,Club Tijuana,Queretaro,1,1,D,1.65,3.91,5.72,1.7,3.91,1.2,0.8,1.4,1.6,-0.19999999999999996,-0.8,1,[0 2 2 2 0],[2 2 0 1 0]
2110,Mexico,Liga MX,2018/2019,2018-10-07,18:00,Toluca,Pachuca,2,1,H,2.42,3.34,3.15,2.45,3.43,2.2,1.4,0.8,0.8,1.4000000000000001,0.5999999999999999,0,[0 1 0 2 1],[0 2 0 0 2]
2111,Mexico,Liga MX,2018/2019,2018-10-08,00:00,Puebla,Lobos BUAP,2,2,D,2.26,3.39,3.4,2.29,3.55,1.8,1.4,0.6,2.0,1.2000000000000002,-0.6000000000000001,1,[0 2 2 0 1],[0 0 0 2 2]
2112,Mexico,Liga MX,2018/2019,2018-10-20,03:00,Atlas,Veracruz,4,3,H,1.67,3.91,5.52,1.75,3.91,0.4,1.2,0.8,2.4,-0.4,-1.2,0,[1 2 1 1 1],[2 1 0 0 2]
2113,Mexico,Liga MX,2018/2019,2018-10-20,23:00,Queretaro,Cruz Azul,2,0,H,3.84,3.34,2.12,3.84,3.34,0.8,0.8,0.8,1.4,0.0,-0.5999999999999999,0,[2 0 1 0 1],[0 2 2 0 0]
2114,Mexico,Liga MX,2018/2019,2018-10-21,01:00,Club America,Club Tijuana,3,0,H,1.58,4.25,5.82,1.61,4.3,2.2,0.8,0.2,1.6,2.0,-0.8,0,[2 2 0 2 2],[0 2 1 1 0]
2115,Mexico,Liga MX,2018/2019,2018-10-21,01:00,Pachuca,Santos Laguna,1,1,D,2.09,3.7,3.52,2.15,3.7,2.0,1.0,1.4,1.6,0.6000000000000001,-0.6000000000000001,1,[1 0 2 1 0],[2 2 1 0 0]
2116,Mexico,Liga MX,2018/2019,2018-10-21,03:00,Necaxa,Club Leon,0,2,A,2.74,3.49,2.64,2.81,3.5,1.2,0.8,1.4,1.6,-0.19999999999999996,-0.8,2,[2 1 1 0 0],[2 0 0 0 0]
2117,Mexico,Liga MX,2018/2019,2018-10-21,03:06,Monterrey,Toluca,2,1,H,2.03,3.56,3.87,2.03,3.7,2.0,1.4,1.2,1.6,0.8,-0.20000000000000018,0,[1 0 0 2 0],[2 1 1 0 2]
2118,Mexico,Liga MX,2018/2019,2018-10-21,18:00,Lobos BUAP,Guadalajara Chivas,1,1,D,2.97,3.21,2.61,2.97,3.3,1.2,1.0,2.0,1.0,-0.8,0.0,1,[0 0 2 2 1],[0 2 1 1 0]
2119,Mexico,Liga MX,2018/2019,2018-10-21,22:30,UNAM Pumas,Tigres UANL,3,3,D,3.18,3.42,2.36,3.18,3.42,2.2,1.6,1.0,1.2,1.2000000000000002,0.40000000000000013,1,[0 0 0 1 2],[1 0 1 2 0]
2120,Mexico,Liga MX,2018/2019,2018-10-22,00:00,Monarcas,Puebla,2,0,H,2.23,3.39,3.48,2.23,3.42,1.4,1.4,1.0,1.6,0.3999999999999999,-0.20000000000000018,0,[0 2 0 1 0],[2 0 2 0 1]
2121,Mexico,Liga MX,2018/2019,2018-10-27,01:00,Santos Laguna,Monterrey,1,0,H,2.52,3.43,2.92,2.55,3.43,2.2,0.8,0.8,1.6,1.4000000000000001,-0.8,0,[2 2 1 1 2],[2 1 2 0 2]
2122,Mexico,Liga MX,2018/2019,2018-10-27,03:05,Veracruz,Pachuca,2,3,A,4.02,3.69,1.95,4.08,3.69,0.6,1.8,1.0,1.0,-0.4,0.8,2,[0 1 1 1 2],[1 2 1 2 0]
2123,Mexico,Liga MX,2018/2019,2018-10-27,23:00,Necaxa,Atlas,2,2,D,2.08,3.48,3.79,2.11,3.48,1.0,1.2,0.4,2.0,0.6,-0.8,1,[0 1 2 0 1],[2 1 0 2 2]
2124,Mexico,Liga MX,2018/2019,2018-10-28,01:00,Guadalajara Chivas,Monarcas,1,2,A,2.04,3.57,3.82,2.05,4.75,1.0,1.6,1.4,1.6,-0.3999999999999999,0.0,2,[1 2 1 1 0],[0 1 2 0 0]
2125,Mexico,Liga MX,2018/2019,2018-10-28,01:00,Tigres UANL,Lobos BUAP,2,2,D,1.31,5.89,8.98,1.5,5.81,2.0,1.2,1.0,2.2,1.0,-1.0000000000000002,1,[1 1 2 0 1],[0 2 2 1 1]
2126,Mexico,Liga MX,2018/2019,2018-10-28,02:00,Cruz Azul,Club America,0,0,D,3.3,3.19,2.42,3.34,3.25,2.4,0.4,1.8,1.4,0.5999999999999999,-0.9999999999999999,1,[2 1 2 1 0],[1 2 0 1 2]
2127,Mexico,Liga MX,2018/2019,2018-10-28,02:06,Club Tijuana,UNAM Pumas,0,1,A,1.83,3.84,4.38,1.83,3.9,1.2,0.8,1.2,1.0,0.0,-0.19999999999999996,2,[1 0 0 0 0],[2 1 2 2 0]
2128,Mexico,Liga MX,2018/2019,2018-10-28,18:00,Toluca,Queretaro,4,0,H,1.7,4.01,5.0,1.72,4.01,2.2,1.2,1.4,1.4,0.8000000000000003,-0.19999999999999996,0,[1 1 0 2 2],[0 0 1 0 0]
2129,Mexico,Liga MX,2018/2019,2018-10-29,01:00,Club Leon,Puebla,0,4,A,1.62,4.36,5.25,1.65,4.36,1.6,1.0,1.0,1.6,0.6000000000000001,-0.6000000000000001,2,[0 1 0 2 0],[0 2 2 1 0]
2130,Mexico,Liga MX,2018/2019,2018-11-03,01:00,Monarcas,Tigres UANL,0,2,A,3.74,3.61,2.05,4.0,3.7,1.2,1.2,1.6,1.6,-0.40000000000000013,-0.40000000000000013,2,[1 0 0 1 0],[1 2 1 0 1]
2131,Mexico,Liga MX,2018/2019,2018-11-03,03:00,Puebla,Guadalajara Chivas,2,2,D,2.63,3.29,2.88,2.67,3.35,1.8,1.6,1.8,0.8,0.0,0.8,1,[1 2 0 2 2],[0 1 1 1 2]
2132,Mexico,Liga MX,2018/2019,2018-11-03,23:00,Pachuca,Necaxa,6,2,H,1.61,4.02,5.98,1.65,4.05,2.0,0.6,0.6,1.4,1.4,-0.7999999999999999,0,[0 2 0 1 2],[0 0 1 0 1]
2133,Mexico,Liga MX,2018/2019,2018-11-04,01:00,Club America,Toluca,1,1,D,2.09,3.44,3.81,2.17,3.6,2.2,0.8,1.2,1.6,1.0000000000000002,-0.8,1,[2 2 0 2 2],[1 2 0 0 0]
2134,Mexico,Liga MX,2018/2019,2018-11-04,01:06,Monterrey,Veracruz,2,0,H,1.37,4.84,9.6,1.4,5.15,2.0,1.4,1.4,2.8,0.6000000000000001,-1.4,0,[0 2 2 1 1],[0 1 2 1 1]
2135,Mexico,Liga MX,2018/2019,2018-11-04,03:00,Lobos BUAP,Club Tijuana,3,1,H,2.67,3.46,2.73,2.7,3.46,1.0,1.2,0.2,2.0,0.8,-0.8,0,[2 2 1 1 1],[2 0 1 0 0]
2136,Mexico,Liga MX,2018/2019,2018-11-04,18:00,UNAM Pumas,Cruz Azul,1,2,A,3.04,3.32,2.49,3.05,3.32,1.8,1.6,0.6,1.8,1.2000000000000002,-0.19999999999999996,2,[1 2 0 0 2],[1 2 1 2 1]
2137,Mexico,Liga MX,2018/2019,2018-11-04,22:00,Queretaro,Santos Laguna,2,1,H,3.04,3.38,2.47,3.04,3.4,1.0,0.8,1.4,1.2,-0.3999999999999999,-0.3999999999999999,0,[2 1 0 2 0],[1 2 1 2 2]
2138,Mexico,Liga MX,2018/2019,2018-11-05,00:00,Atlas,Club Leon,0,0,D,2.75,3.66,2.54,2.8,3.67,1.2,1.2,1.6,1.4,-0.40000000000000013,-0.19999999999999996,1,[0 0 1 0 0],[2 0 0 2 2]
2139,Mexico,Liga MX,2018/2019,2018-11-10,01:00,Veracruz,Queretaro,2,2,D,3.12,3.43,2.38,3.25,3.43,1.0,2.0,1.4,1.4,-0.3999999999999999,0.6000000000000001,1,[1 2 2 2 1],[0 2 1 0 1]
2140,Mexico,Liga MX,2018/2019,2018-11-10,03:00,Atlas,Pachuca,0,0,D,3.29,3.52,2.25,3.34,3.65,1.2,1.0,1.6,1.4,-0.40000000000000013,-0.3999999999999999,1,[0 1 0 1 0],[0 2 2 0 1]
2141,Mexico,Liga MX,2018/2019,2018-11-10,23:00,Cruz Azul,Lobos BUAP,2,1,H,1.54,4.2,6.66,1.55,4.2,1.8,0.4,1.4,2.0,0.40000000000000013,-1.6,0,[0 0 2 1 0],[2 0 0 1 0]
2142,Mexico,Liga MX,2018/2019,2018-11-11,01:00,Club Leon,Guadalajara Chivas,0,1,A,2.22,3.38,3.5,2.26,3.5,0.8,1.8,1.8,1.2,-1.0,0.6000000000000001,2,[0 2 1 0 2],[1 1 2 0 1]
2143,Mexico,Liga MX,2018/2019,2018-11-11,01:00,Tigres UANL,Puebla,6,1,H,1.4,5.02,7.79,1.43,5.05,2.2,1.2,1.4,1.2,0.8000000000000003,0.0,0,[0 0 2 0 0],[1 2 0 1 1]
2144,Mexico,Liga MX,2018/2019,2018-11-11,03:00,Club Tijuana,Monarcas,2,3,A,2.06,3.68,3.64,2.1,3.68,1.0,0.8,1.6,1.8,-0.6000000000000001,-1.0,2,[0 1 0 1 0],[1 1 2 1 2]
